ID	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	celltype
FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA	327	0.999206847333303	2.81348964198596	0.032693667711215	0.490430267062315	0.470716851475871	1	tags=0%, list=0%, signal=0%	CD56 Bright NK cells
DESCARTES_FETAL_CEREBRUM_MICROGLIA	328	0.999683009003284	2.81328695202545	0.0371967460366579	0.490430267062315	0.470716851475871	1	tags=0%, list=0%, signal=0%	CD56 Bright NK cells
CUI_DEVELOPING_HEART_C8_MACROPHAGE	256	0.999449090860404	2.79019677779117	0.0267833727784018	0.490430267062315	0.470716851475871	1	tags=0%, list=0%, signal=0%	CD56 Bright NK cells
DESCARTES_FETAL_PANCREAS_MYELOID_CELLS	155	0.999884088067661	2.71333850016043	0.00727446618242873	0.490430267062315	0.470716851475871	1	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
DESCARTES_FETAL_INTESTINE_MYELOID_CELLS	148	0.999892272126932	2.7029202670629	0.00232771583567277	0.490430267062315	0.470716851475871	1	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
TRAVAGLINI_LUNG_CD8_NAIVE_T_CELL	144	0.999335697294089	2.69902750423992	0.0158368518723475	0.490430267062315	0.470716851475871	3	tags=2%, list=0%, signal=2%	CD56 Bright NK cells
TRAVAGLINI_LUNG_NATURAL_KILLER_CELL	131	0.999430879591197	2.68932206618363	0.0196734643639401	0.490430267062315	0.470716851475871	3	tags=2%, list=0%, signal=2%	CD56 Bright NK cells
DESCARTES_MAIN_FETAL_MICROGLIA	120	0.999898846792078	2.67587493936185	0.00977387285687441	0.490430267062315	0.470716851475871	1	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
DESCARTES_FETAL_EYE_MICROGLIA	123	0.999809895463733	2.67135436557798	0.0135905306774619	0.490430267062315	0.470716851475871	1	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES	72	0.999884586554835	2.51803535379501	0.0129555413365723	0.490430267062315	0.470716851475871	1	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
ZHENG_CORD_BLOOD_C6_HSC_MULTIPOTENT_PROGENITOR	86	-0.999837487422474	-2.5077439069565	0.0198850476997606	0.490430267062315	0.470716851475871	2	tags=2%, list=0%, signal=2%	CD56 Bright NK cells
ZHENG_CORD_BLOOD_C8_PUTATIVE_LYMPHOID_PRIMED_MULTIPOTENT_PROGENITOR_2	88	-0.999613532361913	-2.50563940959574	0.0146553044893727	0.490430267062315	0.470716851475871	2	tags=2%, list=0%, signal=2%	CD56 Bright NK cells
CUI_DEVELOPING_HEART_C7_MAST_CELL	137	-0.999726560871285	-2.48293343657989	0.0604071183169158	0.490430267062315	0.470716851475871	2	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
AIZARANI_LIVER_C28_NK_NKT_CELLS_6	97	-0.999694596801162	-2.47817456541812	0.0146913815834015	0.490430267062315	0.470716851475871	4	tags=2%, list=0%, signal=2%	CD56 Bright NK cells
GAUTAM_EYE_IRIS_CILIARY_BODY_WIF1_HIGH_FIBROBLASTS	96	-0.999711596366631	-2.47006241757176	0.0524671349442007	0.490430267062315	0.470716851475871	3	tags=4%, list=0%, signal=4%	CD56 Bright NK cells
TRAVAGLINI_LUNG_CAPILLARY_INTERMEDIATE_1_CELL	123	-0.999873909059799	-2.4691039078243	0.0300551426120767	0.490430267062315	0.470716851475871	2	tags=2%, list=0%, signal=2%	CD56 Bright NK cells
RUBENSTEIN_SKELETAL_MUSCLE_FAP_CELLS	135	-0.999833897775915	-2.46888958820801	0.0629462871584922	0.490430267062315	0.470716851475871	2	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
MENON_FETAL_KIDNEY_4_PODOCYTES	156	-0.999707712482734	-2.46856476185186	0.0176973456429067	0.490430267062315	0.470716851475871	2	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
FAN_EMBRYONIC_CTX_BRAIN_NAIVE_LIKE_T_CELL	156	-0.999433930854926	-2.46788871657341	0.0179118563128614	0.490430267062315	0.470716851475871	2	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_CD8_T_CELLS	73	-0.999697016930666	-2.46631138834336	0.0421459631996799	0.490430267062315	0.470716851475871	2	tags=3%, list=0%, signal=3%	CD56 Bright NK cells
CUI_DEVELOPING_HEART_C9_B_T_CELL	152	-0.999223298539422	-2.46361498653358	0.0734146303355091	0.490430267062315	0.470716851475871	2	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
GAUTAM_EYE_CORNEA_FIBROBLASTS	139	-0.999564354998411	-2.4601730366545	0.0587922880551346	0.490430267062315	0.470716851475871	2	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	146	-0.999202521824554	-2.4564694459246	0.0435423674376986	0.490430267062315	0.470716851475871	6	tags=2%, list=0%, signal=2%	CD56 Bright NK cells
RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS	171	-0.999242621054428	-2.45552727847517	0.0736116170085427	0.490430267062315	0.470716851475871	4	tags=4%, list=0%, signal=4%	CD56 Bright NK cells
AIZARANI_LIVER_C5_NK_NKT_CELLS_3	126	-0.999385337279256	-2.44869508350437	0.035932904574513	0.490430267062315	0.470716851475871	2	tags=2%, list=0%, signal=2%	CD56 Bright NK cells
FAN_OVARY_CL12_T_LYMPHOCYTE_NK_CELL_2	161	-0.999298887337154	-2.44675204231305	0.0523529945043674	0.490430267062315	0.470716851475871	2	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
AIZARANI_LIVER_C3_NK_NKT_CELLS_2	162	-0.999364908679609	-2.44581494698338	0.0399696930832437	0.490430267062315	0.470716851475871	4	tags=2%, list=0%, signal=2%	CD56 Bright NK cells
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	179	-0.99908947547051	-2.44167099828978	0.0464308466387166	0.490430267062315	0.470716851475871	4	tags=3%, list=0%, signal=3%	CD56 Bright NK cells
FAN_OVARY_CL6_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_2	246	-0.999722470873853	-2.42697735469986	0.0645005164710476	0.490430267062315	0.470716851475871	2	tags=1%, list=0%, signal=1%	CD56 Bright NK cells
